id,Sentence,Sentiment
1595,aapl i am big out from this seems its falling towards 530,negative
1596,after the takeover cramo will become the second largest rental services provider in the latvian market,positive
1597,finnish retailer stockmann has won approval from the board of swedish rival lindex for a public tender offer with the aim of expanding the companies presence in russia and other cee countries stockmann said monday,positive
1598,passengerrelated revenue rose by 51 to eur 4608 mn from eur 4385 mn in 2009,positive
1599,ixonos will finance the acquisition through a 38 mln euro 52 mln loan,neutral
1600,ab inbev to sell more sab assets as seeks eu deal approval,neutral
1601,due to rapid expansion the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 457 percent in november 2005,positive
1602,in q2 of 2009 profit before taxes amounted to eur 136 mn down from eur 268 mn in q2 of 2008,negative
1603,a total of 165 mn passenger ship journeys took place in the northern baltic sea in 2007 slightly down from 165 mn in 2006,negative
1604,the new system which will include 60 mc3090 pdas from motorola to be used by 60 poundstretcher operatives across 3 shifts will integrate in realtime with the company s existing warehouse management system aldata gold stock which went live in may 2008,neutral
1605,we have also cut our price projections for paper and packaging an analyst with goldman sachs said on a note on monday,negative
1606,swedbank hypotek is to issue a benchmark fixed rate covered deal in euros maturing january 2010,neutral
1607,these companies own a 20000 sq m office and commercial building and substantial amount of building right for a new shopping center in liljeholmen stockholm,neutral
1608,the reduction notice applied to 17 people,negative
1609,nsm ascending base breakout starting to gain traction strong stock httpstkscogbsh,positive
1610,finnish power supply solutions and systems provider efore oyj said its net loss widened to 32 mln euro 42 mln for the first quarter of fiscal 20062007 ending october 31 2007 from 900000 euro 12 mln for the same period of fiscal 200506,negative
1611,currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala s factory in shenzhen china,neutral
1612,the acquisition is expected to improve access to chrome ore resources in turkey,positive
1613,adp news apr 22 2009 finnish business information systems developer solteq oyj hel stq1v said today its net loss widened to eur 189000 usd 245000 for the first quarter of 2009 from eur 10000 for the same peri,neutral
1614,the expansion is to be finalized in the autumn of 2009,neutral
1615,glencore slumps 25 pct as debt fears grow,negative
1616,martela is a front runner in providing innovative solutions and customer service martela designs and supplies interior solutions for working environments and public spaces,neutral
1617,lsedeutsche brse dealmakers wrong to ignore brexit risk,negative
1618,mflx up pre mkt looks like gap has been filledlookin 4 short opt here,negative
1619,sanoma news advertising sales decreased by 22 during the year,negative
1620,in addition the production at the varpaisj rvi factory will be stopped at the beginning of april 2009,neutral
1621,helsinki thomson financial shares in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in apriljune profits which overshadowed the large number of new orders received during the three months,neutral
1622,spains caixabank launches new takeover bid for banco bpi,positive
1623,no financial information was provided,neutral
1624,these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business,neutral
1625,the transaction doubles tecnomens workforse and adds a fourth to their net sales,positive
1626,the company also said that in poland a profitability program has been launched at the oborniki steel frame and sandwich panel plant,positive
1627,cash flow from operating activities before investments was eur 76 million eur 25 million,neutral
1628,shock phase consumers have once again started to plan and implement building projects,neutral
1629,tesco criticised for disgraceful advert showing domestic worker being slapped,negative
1630,nq got hit hard lower this am looks like it has found support a 1889 httpstkscos052z,negative
1631,part of the reductions will be made through retirement arrangements,neutral
1632,ddd 3d systems ddd stock receives ratings downgrade today at jefferies httpstkscog1cqd,negative
1633,qualcomm estimated a firstquarter profit between 46 and 50 cents a share excluding certain items below the analyst estimate of 61 cents a share,negative
1634,cargo traffic fell 1 yearonyear to 8561 tonnes in september 2009,negative
1635,we re delighted with the move says morna cowie coowner above it s double the size of our current shop and has a lovely feel to it,positive
1636,the credit covers approximately 70 of the ship s price,neutral
1637,should you buy associated british foods plc great portland estates plc and dunelm group plc following todays news,positive
1638,this release is not an offer of securities for sale into the united states or elsewhere,neutral
1639,the administrators have indicated a need for 900 job cuts at the irish insurer over the next 15 months,negative
1640,again the most significant sales increase of 186 was in russia,positive
